,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64
2377,0,0,4,10,16,12,1,0,0,3,15,14,8,16,5,0,0,4,7,0,5,15,2,0,0,0,0,0,13,8,0,0,0,0,0,3,16,10,0,0,0,0,0,0,10,16,4,0,0,0,4,9,11,15,2,0,0,0,5,13,11,1,0,0
1953,0,0,3,10,13,16,7,0,0,0,10,10,8,12,13,0,0,0,0,0,0,10,10,0,0,5,12,12,12,15,8,0,0,5,12,12,15,11,1,0,0,0,0,5,15,3,0,0,0,0,0,11,9,0,0,0,0,0,3,16,2,0,0,0
3319,0,0,10,13,7,1,0,0,0,6,16,15,16,5,0,0,0,9,9,8,16,2,0,0,0,0,2,1,16,8,0,0,0,0,0,0,9,16,1,0,0,0,0,0,2,16,10,0,0,0,7,11,14,15,7,0,0,0,11,13,12,3,0,0
2769,0,0,6,16,13,11,5,0,0,0,1,8,10,16,15,0,0,0,0,0,1,14,13,0,0,0,0,0,7,16,5,0,0,3,4,1,12,16,0,0,0,12,16,16,16,13,2,0,0,0,3,14,15,0,0,0,0,0,6,16,7,0,0,0
171,0,0,2,13,10,4,0,0,0,0,0,16,16,11,0,0,0,0,0,13,16,15,0,0,0,0,1,14,16,11,0,0,0,0,4,16,16,6,0,0,0,0,3,16,14,2,0,0,0,0,7,16,16,3,0,0,0,0,4,13,16,4,0,0
1006,0,0,11,16,15,2,0,0,0,0,12,10,14,8,0,0,0,0,0,0,11,8,0,0,0,0,0,1,15,3,0,0,0,0,1,11,11,0,0,0,0,6,15,15,2,0,0,0,0,9,16,14,9,3,0,0,0,1,9,12,15,16,13,0
3324,0,0,3,12,15,16,8,0,0,0,11,14,13,16,4,0,0,0,0,0,11,11,0,0,0,0,0,3,16,5,0,0,0,2,12,16,16,16,7,0,0,0,10,16,10,5,1,0,0,0,5,16,3,0,0,0,0,0,3,16,1,0,0,0
2547,0,0,15,16,16,14,0,0,0,0,3,4,13,13,0,0,0,0,0,0,14,10,0,0,0,0,5,13,16,5,0,0,0,0,10,16,16,16,8,0,0,0,2,16,7,7,1,0,0,0,8,16,0,0,0,0,0,0,14,11,0,0,0,0
2752,0,0,7,16,16,16,13,2,0,0,8,11,8,11,16,7,0,0,0,0,0,12,14,0,0,0,0,0,6,15,3,0,0,0,0,2,14,7,0,0,0,0,0,9,14,1,0,0,0,0,3,16,4,0,0,0,0,0,9,15,0,0,0,0
677,0,0,3,9,9,0,0,0,0,0,9,16,16,5,0,0,0,0,9,16,16,8,0,0,0,0,7,16,16,7,0,0,0,0,12,16,16,7,0,0,0,0,16,16,16,8,0,0,0,0,12,16,16,12,0,0,0,0,2,7,10,4,0,0
1932,0,0,4,14,5,0,0,0,0,0,13,7,11,4,2,0,0,2,13,0,6,14,4,0,0,3,9,0,3,14,7,0,0,5,8,0,4,11,8,0,0,4,8,0,0,1,12,0,0,1,14,2,0,10,7,0,0,0,3,15,16,13,2,0
1648,0,0,2,14,7,0,0,0,0,1,9,12,13,6,0,0,0,5,16,8,2,14,0,0,0,6,16,2,0,12,6,0,0,5,15,1,0,9,9,0,0,0,16,1,0,12,8,0,0,0,11,12,8,15,1,0,0,0,3,13,15,7,0,0
1708,0,0,0,0,11,8,0,0,0,0,0,2,16,8,0,0,0,0,0,6,16,2,0,0,0,0,0,7,15,0,0,0,0,0,0,10,14,0,0,0,0,0,13,16,16,11,0,0,0,0,7,7,16,16,10,0,0,0,0,0,8,16,15,0
934,0,0,2,11,16,9,0,0,0,0,9,14,15,14,0,0,0,0,0,0,13,10,0,0,0,0,4,9,16,12,5,0,0,9,16,16,16,16,11,0,0,3,8,12,11,0,0,0,0,0,0,16,5,0,0,0,0,0,2,16,2,0,0,0
2309,0,0,0,3,16,7,0,0,0,0,2,12,16,12,0,0,0,6,15,16,16,8,0,0,0,12,15,6,16,7,0,0,0,0,2,0,15,9,0,0,0,0,0,0,16,7,0,0,0,0,0,2,16,9,0,0,0,0,0,2,15,10,0,0
443,0,0,2,12,15,5,0,0,0,0,11,9,9,15,3,0,0,0,15,1,0,15,4,0,0,4,10,0,0,13,3,0,0,3,14,0,0,12,8,0,0,0,15,3,0,13,5,0,0,0,10,13,5,16,2,0,0,0,1,13,16,8,0,0
1668,0,0,4,16,13,2,0,0,0,0,11,7,2,13,0,0,0,3,16,4,0,9,1,0,0,5,13,2,0,5,7,0,0,4,8,0,0,4,8,0,0,4,14,0,0,6,8,0,0,0,13,10,1,14,3,0,0,0,4,12,16,10,0,0
1272,0,0,9,12,9,0,0,0,0,0,16,16,16,4,0,0,0,0,13,16,16,4,0,0,0,0,12,16,16,2,0,0,0,0,12,16,16,4,0,0,0,0,13,16,16,4,0,0,0,0,16,16,16,9,0,0,0,0,4,8,10,4,0,0
939,0,0,10,15,2,0,0,0,0,5,16,16,8,0,0,0,0,9,13,8,12,0,0,0,0,12,7,4,14,0,0,0,0,3,1,7,12,0,0,0,0,0,0,15,13,1,0,0,0,0,9,16,16,16,6,0,0,0,10,16,16,16,10,0
2159,0,0,2,15,11,0,0,0,0,0,8,16,11,0,0,0,0,1,13,16,7,0,0,0,0,8,16,16,7,0,0,0,0,11,9,16,12,0,0,0,0,0,0,7,16,6,0,0,0,0,0,5,16,15,3,0,0,0,3,16,16,16,15,1
738,0,0,0,11,13,0,0,0,0,0,3,15,9,0,0,0,0,0,10,13,1,5,11,0,0,5,16,4,3,14,11,0,0,10,16,9,15,15,3,0,0,9,16,13,16,9,0,0,0,0,0,6,16,2,0,0,0,0,0,14,9,0,0,0
3308,0,0,7,14,16,14,1,0,0,5,16,13,8,6,0,0,0,4,16,4,0,0,0,0,0,7,16,16,15,2,0,0,0,3,8,5,15,9,0,0,0,0,0,0,3,16,3,0,0,2,15,10,11,16,3,0,0,0,8,15,15,4,0,0
207,0,0,0,0,15,7,0,0,0,0,0,7,16,4,0,0,0,0,1,15,11,1,5,0,0,2,14,12,1,12,13,0,0,7,16,11,8,16,11,0,0,12,16,16,16,16,3,0,0,1,8,5,14,15,0,0,0,0,0,0,13,12,0,0
1464,0,0,9,16,13,3,0,0,0,2,16,16,16,12,0,0,0,0,0,6,16,7,0,0,0,0,1,15,12,0,0,0,0,0,13,15,2,0,0,0,0,4,16,7,0,0,0,0,0,8,16,8,6,8,3,0,0,1,11,16,16,12,4,0
2951,0,0,0,0,6,9,0,0,0,0,0,7,15,4,0,0,0,0,3,14,7,0,0,0,0,0,9,9,0,13,3,0,0,2,16,2,2,16,0,0,0,8,16,14,16,16,6,0,0,2,4,4,12,8,0,0,0,0,0,0,9,11,0,0
2598,0,0,6,14,6,1,0,0,0,0,14,16,14,9,0,0,0,3,16,3,1,15,1,0,0,4,13,0,0,11,5,0,0,2,14,0,0,11,8,0,0,2,16,2,2,16,4,0,0,0,12,9,12,12,0,0,0,0,4,13,11,1,0,0
2724,0,0,9,16,7,2,0,0,0,1,16,10,15,11,0,0,0,4,16,4,1,15,3,0,0,6,16,2,0,10,6,0,0,4,14,0,0,9,8,0,0,4,14,0,0,14,6,0,0,2,16,12,15,12,0,0,0,0,6,15,13,1,0,0
700,0,0,0,8,14,4,0,0,0,0,5,16,10,0,0,0,0,0,12,13,1,0,0,0,0,1,16,7,1,0,0,0,0,4,16,16,16,12,1,0,0,2,16,14,9,14,5,0,0,0,12,14,6,16,5,0,0,0,1,8,13,9,2,0
1752,0,0,1,10,13,8,0,0,0,1,14,10,7,15,0,0,0,1,16,7,7,16,3,0,0,0,7,16,13,10,8,0,0,0,0,0,0,6,8,0,0,0,0,0,0,12,4,0,0,0,1,10,5,13,3,0,0,0,1,11,16,7,0,0
180,0,0,7,16,12,5,0,0,0,0,7,16,16,7,0,0,0,0,3,16,16,8,0,0,0,0,5,16,16,7,0,0,0,0,11,16,15,2,0,0,0,0,14,16,14,0,0,0,0,0,14,16,16,3,0,0,0,0,6,13,14,5,0,0
1125,0,0,0,10,13,3,0,0,0,0,7,16,12,6,0,0,0,0,12,13,1,0,0,0,0,0,16,16,16,10,0,0,0,2,16,15,1,12,8,0,0,0,16,4,0,6,15,0,0,0,11,14,8,15,14,1,0,0,2,11,16,11,2,0
1929,0,0,3,14,16,6,0,0,0,1,13,5,4,13,0,0,0,5,12,0,0,9,4,0,0,5,9,0,0,5,8,0,0,8,7,0,0,3,8,0,0,6,9,0,0,2,9,0,0,0,15,3,1,9,8,0,0,0,5,15,14,9,0,0
256,0,0,0,0,9,8,0,0,0,0,0,4,16,2,0,0,0,0,0,15,10,0,0,0,0,0,6,11,1,6,6,0,0,1,14,2,0,9,7,0,0,9,7,0,3,16,2,0,0,7,16,16,16,15,3,0,0,1,4,2,11,3,0,0
752,0,0,5,12,14,3,0,0,0,0,9,10,7,12,0,0,0,0,0,0,6,15,0,0,0,0,1,5,15,7,0,0,0,0,2,14,16,1,0,0,0,0,0,0,8,13,1,0,0,0,4,1,1,10,8,0,0,0,7,13,16,13,7,0
2969,0,0,1,11,16,9,0,0,0,0,13,11,6,10,0,0,0,4,14,0,9,11,0,0,0,7,15,15,16,15,1,0,0,0,7,6,0,14,8,0,0,0,0,0,0,15,5,0,0,0,0,3,10,15,2,0,0,0,2,12,10,1,0,0
1296,0,0,0,7,12,7,0,0,0,0,13,13,13,12,0,0,0,3,12,0,9,9,0,0,0,0,0,7,16,9,0,0,0,0,0,2,8,16,0,0,0,0,0,0,1,15,3,0,0,0,0,12,9,15,0,0,0,0,1,12,15,5,0,0
2313,0,0,7,16,15,3,0,0,0,0,14,13,13,13,1,0,0,0,12,11,8,16,6,0,0,0,2,14,16,16,8,0,0,0,0,2,4,13,9,0,0,0,0,0,0,12,10,0,0,1,13,4,4,14,10,0,0,0,5,15,16,16,8,0
3320,0,0,13,16,5,0,0,0,0,6,16,16,14,0,0,0,0,10,12,4,16,0,0,0,0,8,5,7,14,0,0,0,0,0,1,14,8,0,0,0,0,0,7,15,2,0,0,0,0,0,16,15,12,11,3,0,0,1,16,16,15,16,8,0
658,0,0,0,4,13,1,0,0,0,0,3,16,13,0,0,0,0,0,8,15,4,0,0,0,0,0,12,14,0,0,0,0,0,0,15,11,6,6,0,0,0,0,13,16,16,16,10,0,0,0,8,16,5,11,16,2,0,0,0,6,12,15,10,0
3042,0,1,13,16,13,5,2,0,0,2,16,9,13,14,0,0,0,0,11,13,15,5,0,0,0,0,3,16,13,0,0,0,0,0,3,16,8,0,0,0,0,0,10,16,12,0,0,0,0,1,15,16,12,0,0,0,0,1,16,10,1,0,0,0
1695,0,0,2,11,16,10,0,0,0,0,10,15,2,14,4,0,0,3,15,1,0,10,8,0,0,7,10,0,0,12,5,0,0,8,8,0,0,14,4,0,0,3,12,0,9,14,1,0,0,0,13,10,16,5,0,0,0,0,2,10,12,2,0,0
791,0,0,0,9,15,10,0,0,0,0,6,10,4,14,4,0,0,0,12,2,0,12,5,0,0,5,15,3,6,13,2,0,0,0,5,16,14,1,0,0,0,0,2,14,12,5,0,0,0,0,0,13,1,13,3,0,0,0,0,9,13,13,2,0
3636,0,0,3,14,16,14,0,0,0,0,15,11,14,16,0,0,0,5,10,0,13,10,0,0,0,0,3,8,16,10,1,0,0,0,13,16,16,16,10,0,0,0,4,14,9,5,1,0,0,0,2,16,4,0,0,0,0,0,3,15,0,0,0,0
232,0,0,7,16,13,6,0,0,0,2,14,5,7,15,2,0,0,3,7,1,10,14,0,0,0,5,14,14,13,1,0,0,0,0,6,16,9,0,0,0,0,0,10,7,13,2,0,0,0,0,14,4,13,4,0,0,0,0,9,14,11,1,0,0
3618,0,0,1,15,4,0,0,0,0,4,7,9,16,4,0,0,0,8,7,0,4,15,0,0,0,6,6,0,0,11,6,0,0,5,9,0,0,3,9,0,0,0,15,0,0,5,9,0,0,0,11,11,5,15,5,0,0,0,3,13,16,11,0,0
172,0,0,11,16,16,9,0,0,0,2,16,12,16,11,0,0,0,1,3,1,16,8,0,0,0,0,0,12,14,2,0,0,0,0,3,16,8,0,0,0,0,0,11,15,0,0,0,0,0,0,13,15,12,12,4,0,0,0,13,16,16,15,2,0
2027,0,0,3,14,16,5,0,0,0,2,14,11,14,9,0,0,0,5,16,7,14,15,0,0,0,2,16,16,16,16,6,0,0,0,1,4,2,16,7,0,0,0,0,0,0,15,6,0,0,0,0,5,7,16,2,0,0,0,4,16,16,9,0,0
3344,0,0,7,15,10,0,0,0,0,2,16,9,14,3,0,0,0,5,9,0,8,4,0,0,0,2,10,0,13,1,0,0,0,0,0,9,12,0,0,0,0,0,4,15,1,0,0,0,0,0,16,7,4,4,2,0,0,0,9,16,14,12,6,0
26,0,0,2,13,9,0,0,0,0,0,14,11,12,7,0,0,0,6,16,1,0,16,0,0,0,5,12,0,0,11,5,0,0,8,13,0,0,8,7,0,0,1,16,0,0,9,8,0,0,0,13,3,6,16,1,0,0,0,3,16,14,4,0,0
2488,0,2,11,14,12,9,0,0,0,8,13,6,9,14,4,0,0,5,16,5,1,14,6,0,0,0,8,16,16,13,1,0,0,0,3,16,16,10,0,0,0,1,14,9,7,13,0,0,0,1,16,5,7,16,1,0,0,0,14,16,16,9,0,0
631,0,1,14,14,2,0,0,0,0,7,16,16,8,0,0,0,0,11,11,10,14,0,0,0,0,0,0,8,16,0,0,0,0,0,0,10,13,0,0,0,0,0,5,16,12,0,0,0,0,4,16,16,16,16,6,0,0,1,8,6,8,15,11,0
999,0,2,13,16,16,16,2,0,0,1,10,8,10,16,0,0,0,0,7,8,12,15,7,0,0,3,16,16,16,12,5,0,0,0,2,11,14,0,0,0,0,0,3,15,3,0,0,0,0,0,10,12,0,0,0,0,0,0,15,4,0,0,0,0
184,0,0,13,16,14,6,0,0,0,3,16,14,12,15,2,0,0,7,16,2,0,0,0,0,0,12,16,10,6,0,0,0,0,6,16,16,16,6,0,0,0,0,0,1,10,13,0,0,0,0,1,4,13,14,0,0,0,0,12,16,16,10,0,0
347,0,0,4,14,15,3,0,0,0,0,14,16,16,9,0,0,0,0,11,16,16,15,0,0,0,0,3,13,16,16,1,0,0,0,0,0,3,16,6,0,0,0,0,0,13,16,1,0,0,0,2,11,16,12,0,0,0,0,6,15,10,1,0,0
1087,0,0,1,14,13,1,0,0,0,0,12,16,16,12,0,0,0,1,11,14,11,16,5,0,0,3,8,16,2,8,10,0,0,0,5,14,0,8,7,0,0,0,7,12,0,15,3,0,0,0,7,14,11,11,0,0,0,0,2,16,13,2,0,0
266,0,0,11,15,9,0,0,0,0,0,13,9,13,10,0,0,0,0,13,6,1,11,3,0,0,4,12,0,0,4,8,0,0,8,7,0,0,5,8,0,0,7,8,0,5,15,3,0,0,2,14,10,16,10,0,0,0,0,12,12,3,0,0,0
3034,0,0,5,13,2,0,0,0,0,1,15,16,15,3,0,0,0,4,14,1,5,14,2,0,0,4,9,0,0,6,8,0,0,5,8,0,0,4,8,0,0,3,10,0,0,9,9,0,0,0,15,10,10,16,6,0,0,0,7,15,14,5,0,0
1890,0,0,3,15,15,5,0,0,0,0,13,13,10,15,0,0,0,0,12,14,13,16,5,0,0,0,1,8,8,14,6,0,0,0,0,0,0,8,12,0,0,0,1,0,0,3,16,1,0,1,14,2,0,3,16,2,0,0,3,15,16,16,13,1
1723,0,0,13,16,16,16,2,0,0,1,16,16,12,9,0,0,0,8,16,8,0,0,0,0,0,10,16,1,0,0,0,0,0,7,16,13,0,0,0,0,0,0,9,16,10,0,0,0,0,0,11,16,12,0,0,0,0,0,15,14,6,0,0,0
3450,0,0,2,11,16,7,0,0,0,0,8,16,16,2,0,0,0,2,16,16,16,0,0,0,0,0,5,16,16,0,0,0,0,0,2,16,16,1,0,0,0,0,8,16,16,3,0,0,0,0,9,16,16,13,0,0,0,0,2,12,13,9,0,0
58,0,0,1,12,11,0,0,0,0,0,8,14,3,0,0,0,0,1,14,5,0,0,0,0,0,1,16,9,4,0,0,0,0,3,16,13,12,12,3,0,0,1,16,3,0,1,15,0,0,0,9,9,2,9,15,2,0,0,2,14,15,12,3,0
637,0,0,11,14,5,0,0,0,0,5,13,4,16,6,0,0,0,3,14,11,15,8,0,0,0,0,2,6,6,13,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,5,10,0,0,1,4,0,0,7,12,0,0,1,9,15,16,15,4,0
1298,0,0,9,15,16,10,0,0,0,0,16,16,16,16,4,0,0,0,14,11,14,16,2,0,0,0,7,16,16,7,0,0,0,0,10,16,11,0,0,0,0,2,16,15,14,1,0,0,0,4,16,14,16,4,0,0,0,0,9,15,13,1,0,0
2038,0,0,7,13,3,0,0,0,0,0,5,15,3,0,0,0,0,0,12,7,0,0,0,0,0,3,14,0,0,0,0,0,0,4,13,8,12,10,1,0,0,5,16,14,10,13,8,0,0,2,15,11,5,13,7,0,0,0,5,13,14,11,1,0
1692,0,3,15,12,11,12,2,0,0,12,16,16,16,16,6,0,0,12,13,0,3,4,0,0,0,3,15,13,2,0,0,0,0,0,5,15,11,0,0,0,0,0,0,6,16,3,0,0,0,0,5,12,16,3,0,0,0,4,16,16,12,0,0,0
2236,0,0,5,15,14,12,9,0,0,0,2,4,4,9,15,0,0,0,0,0,1,13,6,0,0,0,3,11,12,16,1,0,0,0,5,13,16,16,4,0,0,0,0,10,12,2,0,0,0,0,4,15,4,0,0,0,0,0,8,9,0,0,0,0
2780,0,0,0,11,2,0,0,0,0,0,4,16,0,0,0,0,0,0,11,7,0,2,0,0,0,3,15,2,7,15,9,0,0,9,16,16,16,15,3,0,0,6,8,6,16,8,0,0,0,0,0,8,10,0,0,0,0,0,0,15,5,0,0,0
1936,0,0,3,13,9,2,0,0,0,0,5,16,16,7,0,0,0,0,10,16,16,0,0,0,0,1,15,16,14,1,0,0,0,6,16,16,14,0,0,0,0,0,12,16,10,0,0,0,0,0,7,16,14,0,0,0,0,0,3,15,16,12,0,0
33,0,0,2,14,10,0,0,0,0,1,14,12,0,0,0,0,0,5,14,1,0,0,0,0,0,6,11,0,0,0,0,0,0,7,15,13,15,7,1,0,0,3,15,8,0,11,10,0,0,0,11,9,4,8,15,0,0,0,1,12,14,12,4,0
3058,0,0,0,11,13,1,0,0,0,1,2,15,13,8,0,0,0,5,13,0,3,13,0,0,0,9,11,0,0,15,1,0,0,6,11,0,0,14,5,0,0,2,15,2,3,16,4,0,0,0,8,14,14,16,2,0,0,0,0,7,14,6,0,0
1734,0,0,6,12,14,16,14,0,0,1,12,12,10,12,16,0,0,0,0,0,1,11,15,0,0,0,0,9,16,16,10,0,0,0,0,9,16,11,0,0,0,0,0,7,15,0,0,0,0,0,1,16,5,0,0,0,0,0,8,13,0,0,0,0
121,0,0,0,0,13,12,1,0,0,0,0,5,16,16,1,0,0,0,0,14,16,14,0,0,0,0,7,16,16,10,0,0,0,5,16,16,16,14,0,0,0,2,6,9,16,16,1,0,0,0,0,2,16,16,7,0,0,0,0,0,8,12,6,0
99,0,0,2,14,3,0,0,0,0,0,13,16,12,0,0,0,0,8,12,2,12,0,0,0,0,6,8,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,1,5,15,0,0,0,0,0,7,16,16,14,9,0,0,0,2,12,12,12,11,0
1680,0,0,5,16,4,0,0,0,0,0,13,16,1,0,0,0,0,2,16,11,0,0,0,0,0,8,16,12,10,16,6,0,0,2,13,16,16,16,6,0,0,0,1,14,16,6,0,0,0,0,5,16,11,0,0,0,0,0,5,16,7,0,0,0
3263,0,3,13,16,14,2,0,0,0,14,11,3,16,8,0,0,0,7,3,7,16,8,0,0,0,0,5,16,16,16,5,0,0,0,2,10,6,11,12,0,0,0,0,0,0,11,13,0,0,1,10,1,4,15,9,0,0,2,15,16,16,11,0,0
1867,0,0,2,14,8,0,0,0,0,0,10,16,16,2,0,0,0,0,9,16,16,1,0,0,0,0,10,16,14,1,0,0,0,0,7,16,16,4,0,0,0,0,5,16,13,2,0,0,0,0,4,16,15,1,0,0,0,0,0,8,15,2,0,0
1010,0,2,16,10,9,8,0,0,0,0,10,16,16,12,0,0,0,1,5,10,16,10,6,0,0,11,16,16,16,15,7,0,0,3,5,14,9,2,0,0,0,0,6,16,0,0,0,0,0,0,10,10,0,0,0,0,0,3,16,1,0,0,0,0
3637,0,2,10,13,7,0,0,0,0,8,12,9,16,3,0,0,0,1,0,0,16,5,0,0,0,0,0,6,16,2,0,0,0,0,0,4,14,13,0,0,0,0,0,0,3,16,7,0,0,0,3,5,10,16,5,0,0,3,16,14,12,5,0,0
1381,0,0,1,15,12,0,0,0,0,0,6,16,15,0,0,0,0,0,5,16,9,0,0,0,0,0,5,16,6,0,0,0,0,0,3,16,8,0,0,0,0,0,2,16,8,0,0,0,0,0,1,16,9,0,0,0,0,0,1,13,6,0,0,0
2197,0,1,8,16,16,11,0,0,0,6,15,10,14,16,4,0,0,6,13,2,7,15,2,0,0,0,11,16,16,7,0,0,0,0,11,15,15,8,0,0,0,1,16,3,6,16,4,0,0,0,14,9,4,13,8,0,0,0,5,15,16,15,4,0
324,0,0,13,10,5,10,0,0,0,4,16,10,8,14,0,0,0,0,14,6,15,10,0,0,0,0,4,16,14,0,0,0,0,0,2,16,8,0,0,0,0,0,8,16,12,0,0,0,0,0,12,16,10,0,0,0,0,0,10,13,2,0,0,0
1586,0,0,8,16,8,0,0,0,0,6,14,5,13,6,0,0,0,7,12,2,7,16,2,0,0,0,12,16,16,16,6,0,0,0,0,3,3,9,8,0,0,0,0,0,5,16,3,0,0,0,3,9,16,8,0,0,0,0,10,11,4,0,0,0
1341,0,0,6,13,6,0,0,0,0,0,10,16,14,6,0,0,0,0,14,9,3,16,1,0,0,0,15,2,0,15,5,0,0,0,14,2,0,15,1,0,0,0,12,4,5,15,0,0,0,0,10,9,15,8,0,0,0,0,5,14,10,0,0,0
3106,0,0,2,9,15,12,0,0,0,0,12,15,14,13,0,0,0,0,2,0,11,7,0,0,0,0,0,1,16,9,4,0,0,1,9,16,16,11,5,0,0,4,13,13,9,0,0,0,0,0,0,13,3,0,0,0,0,0,2,14,1,0,0,0
3292,0,0,7,15,6,0,0,0,0,0,14,14,13,0,0,0,0,0,3,4,13,0,0,0,0,0,0,8,9,0,0,0,0,0,0,12,5,0,0,0,0,0,3,16,1,0,0,0,0,0,11,14,10,12,11,2,0,0,7,15,11,8,9,3
1713,0,0,13,16,12,0,0,0,0,8,16,14,16,0,0,0,0,12,13,7,16,1,0,0,0,5,8,10,15,0,0,0,0,0,1,16,9,0,0,0,0,0,8,16,3,0,0,0,0,0,14,15,8,9,6,0,0,0,16,16,15,11,3,0
986,0,0,7,16,16,16,3,0,0,0,8,15,12,16,3,0,0,0,13,12,0,0,0,0,0,1,13,16,14,5,0,0,0,0,1,4,13,13,0,0,0,1,5,0,4,16,3,0,0,4,15,8,11,15,0,0,0,0,7,16,16,8,0,0
3089,0,0,1,14,7,0,0,0,0,1,13,16,14,11,0,0,0,4,16,12,0,14,3,0,0,6,14,14,0,8,8,0,0,4,16,14,0,8,8,0,0,1,15,3,0,10,8,0,0,0,7,15,10,16,1,0,0,0,1,9,16,8,0,0
1244,0,0,8,10,16,13,0,0,0,4,16,16,16,16,1,0,0,6,16,12,8,15,5,0,0,6,16,1,0,12,8,0,0,5,13,0,1,14,6,0,0,4,14,2,12,16,2,0,0,2,16,16,16,8,0,0,0,0,9,12,7,0,0,0
2756,0,0,5,10,15,11,1,0,0,6,16,8,7,16,5,0,0,6,15,2,8,14,1,0,0,0,11,14,16,3,0,0,0,0,0,13,15,1,0,0,0,0,5,15,15,6,0,0,0,0,11,16,16,7,0,0,0,0,6,13,11,2,0,0
1665,0,0,6,15,16,16,5,0,0,3,16,14,8,4,1,0,0,10,16,11,3,0,0,0,0,11,16,16,15,3,0,0,0,1,2,1,14,12,0,0,0,0,0,0,7,16,1,0,0,0,5,13,11,15,0,0,0,0,7,16,15,3,0,0
897,0,0,5,10,16,8,0,0,0,1,16,16,16,6,0,0,0,4,16,15,4,0,0,0,0,3,16,10,0,0,0,0,0,0,11,16,6,0,0,0,0,0,1,15,15,2,0,0,0,0,5,13,16,8,0,0,0,0,7,16,13,3,0,0
3797,0,0,0,12,8,0,0,0,0,0,6,15,1,0,0,0,0,2,15,6,0,0,6,0,0,8,14,1,0,7,15,1,0,13,10,0,6,16,6,0,0,15,14,14,16,12,0,0,0,7,12,12,16,2,0,0,0,0,0,14,6,0,0,0
2416,0,0,0,6,13,0,0,0,0,0,1,15,5,1,2,0,0,0,12,8,0,13,7,0,0,6,14,0,1,15,4,0,0,13,13,8,11,16,9,0,0,8,16,16,16,8,0,0,0,0,0,7,13,0,0,0,0,0,0,8,8,0,0,0
952,0,0,0,10,10,1,0,0,0,0,5,16,5,11,7,0,0,2,16,7,3,16,4,0,0,7,16,2,9,15,2,0,0,7,16,12,16,15,7,0,0,1,10,14,16,10,1,0,0,0,0,11,15,1,0,0,0,0,0,12,13,0,0,0
18,0,0,1,8,13,13,2,0,0,4,16,8,1,12,4,0,0,7,13,3,10,13,0,0,0,3,15,15,14,15,0,0,0,0,13,10,0,10,6,0,0,0,11,5,0,9,8,0,0,0,7,11,4,14,2,0,0,0,1,13,12,4,0,0
746,0,0,0,4,12,1,0,0,0,0,2,16,11,3,0,0,0,0,7,15,1,0,0,0,0,0,11,11,4,2,0,0,0,0,13,16,13,15,4,0,0,0,13,7,0,0,15,1,0,0,5,13,2,3,15,1,0,0,0,6,14,15,5,0
571,0,0,13,16,7,0,0,0,0,0,16,13,16,2,0,0,0,0,11,8,13,8,0,0,0,0,1,1,16,8,0,0,0,0,0,3,16,6,0,0,0,0,0,10,15,2,0,0,0,0,12,16,15,9,9,0,0,0,15,16,16,16,16,5
1888,0,4,16,16,6,0,0,0,0,7,13,8,15,1,0,0,0,0,0,6,16,2,0,0,0,0,3,16,14,1,0,0,0,0,1,11,15,13,1,0,0,0,0,0,3,14,8,0,0,5,6,0,0,7,16,0,0,3,14,16,16,16,10,0
3235,0,0,10,16,16,12,0,0,0,0,6,16,9,7,0,0,0,0,7,16,4,0,0,0,0,0,11,16,16,10,1,0,0,0,3,8,6,13,11,0,0,0,0,0,0,7,16,0,0,0,0,0,3,15,15,0,0,0,10,16,16,13,2,0
1699,0,0,0,5,10,0,0,0,0,0,1,14,12,0,0,0,0,0,4,16,5,0,0,0,0,0,9,16,2,0,0,0,0,0,11,10,0,0,0,0,0,0,11,16,13,12,5,0,0,0,6,16,16,16,16,2,0,0,0,3,12,15,11,3
1700,0,8,12,16,13,0,0,0,0,2,10,10,16,8,0,0,0,0,0,0,10,16,4,0,0,0,0,0,10,16,4,0,0,0,0,4,16,14,0,0,0,0,0,0,12,16,8,0,0,0,4,8,15,16,8,0,0,10,16,16,11,3,0,0
2786,0,0,1,15,0,0,0,0,0,0,7,16,0,0,0,0,0,0,10,11,0,0,0,0,0,0,14,10,0,0,0,0,0,0,16,13,12,9,1,0,0,1,16,15,12,15,11,0,0,0,9,14,4,13,10,0,0,0,0,11,16,14,2,0
385,0,0,1,15,9,0,0,0,0,0,4,16,16,2,0,0,0,5,15,16,16,5,0,0,0,2,8,11,16,12,0,0,0,0,0,2,16,16,2,0,0,0,0,0,13,16,8,0,0,0,2,8,13,16,8,0,0,0,1,11,14,12,2,0
3000,0,0,9,14,10,4,0,0,0,1,15,12,14,16,2,0,0,0,1,0,0,15,4,0,0,0,0,14,16,8,0,0,0,0,0,6,13,14,1,0,0,0,0,0,1,16,5,0,0,0,5,4,6,15,4,0,0,0,12,15,12,6,0,0
